txn_id,user_id,merchant_id,amount,amount_was_negative,txn_timestamp,utr_clean,utr_missing_or_invalid,mcc_clean,status_clean,has_kyc_match,has_merchant_match,merchant_category_clean,merchant_status_clean,kyc_status_clean,risk_segment_clean,merchant_category_final
TXN00002376,USR38437,MCH4578,6891.78,False,2026-02-02 00:00:00,UTR5079845432,False,5411,SUCCESS,True,True,Book Store,ACTIVE,VERIFIED,LOW,Book Store
TXN00016897,USR67814,MCH5171,1728.83,False,2026-02-01 02:05:20,UTR9272463214,False,4131,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00003924,USR42819,MCH7536,6655.55,False,2026-02-09 22:29:17,UTR9885770586,False,4131,FAILED,False,True,Department Store,ACTIVE,,,Department Store
TXN00012810,USR16089,MCH3478,14920.61,False,2026-01-28 00:00:00,UTR2659964448,False,5912,SUCCESS,True,False,,,VERIFIED,LOW,Medical / Pharmacy
TXN00014604,USR90912,MCH3992,6800.75,False,2026-02-07 00:55:35,UTR3515806131,False,4131,SUCCESS,True,False,,,VERIFIED,LOW,Transportation
TXN00008536,USR90160,MCH8495,8104.15,False,2026-01-30 07:20:31,,True,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00014556,USR81688,MCH2222,10183.23,False,2026-01-15 17:25:05,UTR4323114461,False,5912,SUCCESS,True,True,,ACTIVE,VERIFIED,LOW,Medical / Pharmacy
TXN00004965,USR65014,MCH3468,12070.2,False,2026-01-17 05:03:06,UTR0153287222,False,4131,SUCCESS,True,True,,ACTIVE,VERIFIED,MEDIUM,Transportation
TXN00012380,USR11339,MCH9899,22522.69,False,2026-03-29 17:51:12,UTR5306302554,False,4131,SUCCESS,True,False,,,PENDING,LOW,Transportation
TXN00016736,USR86671,MCH1318,22925.42,False,2026-02-13 10:42:16,UTR8483573352,False,5411,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00006289,USR35502,MCH6411,24165.1,False,2026-02-18 07:48:57,UTR8869496578,False,,SUCCESS,False,False,,,,,
TXN00013908,USR13844,MCH6787,915.95,False,2026-02-19 08:21:13,UTR5021961853,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00005968,USR20374,MCH9694,2195.0,False,2026-02-20 00:00:00,UTR0092134543,False,5411,SUCCESS,True,False,,,VERIFIED,MEDIUM,Grocery
TXN00010276,USR50541,MCH2324,12011.12,False,2026-01-14 14:05:26,UTR4772427896,False,5812,PENDING,False,False,,,,,Restaurant
TXN00006474,USR15164,MCH2258,24223.92,False,2026-01-16 05:40:02,UTR6806916882,False,5411,FAILED,True,True,Department Store,ACTIVE,VERIFIED,LOW,Department Store
TXN00010498,USR80912,MCH8382,14757.01,False,2026-02-02 10:57:46,UTR4263242407,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00014376,USR70302,MCH5376,20627.72,False,2026-03-07 04:27:25,UTR2595478610,False,5411,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00000489,USR16400,MCH8181,23760.78,False,2026-01-16 07:34:36,UTR6606633603,False,7011,SUCCESS,True,True,Transportation,ACTIVE,VERIFIED,MEDIUM,Transportation
TXN00015714,USR28439,MCH5333,21372.31,False,2026-01-13 22:39:19,UTR6760441626,False,5812,SUCCESS,False,True,Telecom,INACTIVE,,,Telecom
TXN00014711,USR90525,MCH9888,10222.36,False,2026-02-06 08:05:02,UTR4063458835,False,5411,SUCCESS,False,True,Medical / Pharmacy,ACTIVE,,,Medical / Pharmacy
TXN00018474,USR50590,MCH6271,10839.22,False,2026-02-04 14:40:14,UTR4596136519,False,5411,SUCCESS,True,False,,,VERIFIED,LOW,Grocery
TXN00000224,USR15259,MCH1799,9199.22,False,2026-03-01 03:00:12,UTR2738330060,False,,SUCCESS,True,False,,,REJECTED,LOW,
TXN00005633,USR69720,MCH9129,4672.89,False,2026-01-29 07:58:11,UTR4546388237,False,7011,SUCCESS,False,True,Grocery,ACTIVE,,,Grocery
TXN00004328,USR19395,MCH4330,24563.21,False,2026-02-03 11:49:56,UTR7701194945,False,,SUCCESS,True,True,Transportation,ACTIVE,VERIFIED,LOW,Transportation
TXN00009685,USR48293,MCH3778,13853.0,False,2026-02-17 05:55:50,UTR0416062097,False,7011,SUCCESS,False,True,Medical / Pharmacy,INACTIVE,,,Medical / Pharmacy
TXN00002724,USR74105,MCH2807,11455.31,False,2026-03-14 04:01:56,UTR9017145438,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00012687,USR17936,MCH4330,15994.0,False,2026-01-21 02:49:51,UTR9292098304,False,,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00013883,USR66862,MCH5569,16368.07,False,2026-01-31 20:52:51,UTR2460914781,False,5912,SUCCESS,False,True,Misc Retail,INACTIVE,,,Misc Retail
TXN00010284,USR84713,MCH8033,20724.96,False,2026-02-07 17:53:38,UTR9679708700,False,5912,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00016950,USR92059,MCH5284,8732.0,False,2026-02-03 21:52:21,UTR9637214589,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00001288,USR62469,MCH4709,8772.17,False,2026-03-31 16:52:07,UTR4380253542,False,5812,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00018168,USR18484,MCH7007,14231.14,False,2026-02-26 18:15:26,UTR0728524782,False,5411,SUCCESS,False,True,Hotel / Lodging,INACTIVE,,,Hotel / Lodging
TXN00019686,USR18812,MCH4407,12580.71,False,2026-02-09 03:30:45,UTR6640964146,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00003100,USR57308,MCH7112,10845.23,False,2026-03-16 03:54:54,UTR1936400434,False,5411,SUCCESS,True,False,,,VERIFIED,LOW,Grocery
TXN00004458,USR45841,MCH8118,3508.28,False,2026-01-14 17:23:21,UTR4012895022,False,,SUCCESS,False,False,,,,,
TXN00005596,USR14781,MCH9010,11951.91,False,2026-02-09 17:41:28,UTR7767785322,False,,SUCCESS,True,False,,,VERIFIED,LOW,
TXN00013560,USR52838,MCH2487,12874.04,False,2026-02-10 18:48:56,UTR2505214559,False,7011,SUCCESS,True,True,Restaurant,INACTIVE,VERIFIED,LOW,Restaurant
TXN00005113,USR59091,MCH5481,15023.8,False,2026-01-20 22:08:15,UTR7885746162,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00004382,USR41359,MCH6188,1788.0,False,2026-02-09 07:49:44,UTR3223727564,False,5411,FAILED,False,True,Transportation,ACTIVE,,,Transportation
TXN00000501,USR89249,MCH6141,17457.06,False,2026-03-21 07:59:26,UTR6418765672,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00015867,USR22510,MCH1710,19999.28,False,2026-02-03 09:51:32,UTR4037860306,False,,SUCCESS,False,True,Medical / Pharmacy,ACTIVE,,,Medical / Pharmacy
TXN00009000,USR50781,MCH4452,23299.28,False,2026-03-08 18:50:10,UTR7035856587,False,,FAILED,True,False,,,PENDING,HIGH,
TXN00015273,USR68103,MCH9191,9060.1,False,2026-02-25 21:26:11,UTR3174009003,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00014299,USR65210,MCH2827,12535.81,False,2026-03-29 14:21:33,UTR8506543282,False,5411,SUCCESS,False,True,Misc Retail,INACTIVE,,,Misc Retail
TXN00003270,USR15604,MCH4643,17218.9,False,2026-01-28 02:07:55,UTR3172822886,False,5812,FAILED,False,True,Book Store,SUSPENDED,,,Book Store
TXN00001731,USR32551,MCH1513,7663.28,False,2026-01-20 11:53:08,UTR5999659974,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00010729,USR15670,MCH7869,4434.27,False,2026-02-05 11:50:33,UTR9532881220,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00016379,USR33003,MCH4564,13236.1,False,2026-02-02 12:14:35,UTR0210719519,False,5411,SUCCESS,True,False,,,VERIFIED,LOW,Grocery
TXN00019886,USR63295,MCH8082,13247.83,False,2026-02-27 11:51:21,,True,,SUCCESS,False,True,Hotel / Lodging,ACTIVE,,,Hotel / Lodging
TXN00013446,USR65132,MCH2804,22208.81,False,2026-03-09 16:11:52,UTR9695047215,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00019919,USR28532,MCH4744,21787.59,False,2026-02-11 07:16:01,UTR5946059768,False,7011,SUCCESS,False,True,Book Store,INACTIVE,,,Book Store
TXN00015848,USR47788,MCH8306,19340.0,False,2026-03-14 00:00:00,UTR5491341754,False,5411,PENDING,True,True,Transportation,INACTIVE,VERIFIED,MEDIUM,Transportation
TXN00012409,USR21890,MCH6790,24277.1,False,2026-02-11 08:41:30,UTR6709219519,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00004601,USR12389,MCH1015,4973.8,True,2026-03-25 07:19:26,UTR7964275007,False,5812,SUCCESS,False,True,Hotel / Lodging,ACTIVE,,,Hotel / Lodging
TXN00001022,USR50138,MCH1795,7440.75,False,2026-03-02 21:34:50,UTR4834151699,False,7011,SUCCESS,True,False,,,VERIFIED,LOW,Hotel / Lodging
TXN00003957,USR20098,MCH1501,23162.33,False,2026-02-06 05:16:23,UTR3598244387,False,5912,SUCCESS,False,True,Telecom,ACTIVE,,,Telecom
TXN00005885,USR17338,MCH5199,12009.79,False,2026-02-05 18:19:19,UTR6613055314,False,,SUCCESS,False,False,,,,,
TXN00003161,USR25738,MCH5735,11103.55,False,2026-03-23 00:00:00,,True,7011,FAILED,True,False,,,VERIFIED,LOW,Hotel / Lodging
TXN00003183,USR83823,MCH6677,7752.07,False,2026-03-19 08:34:23,UTR7232258080,False,4131,SUCCESS,False,True,Medical / Pharmacy,INACTIVE,,,Medical / Pharmacy
TXN00005958,USR27388,MCH3069,9224.44,False,2026-03-28 22:37:35,UTR1270153526,False,7011,SUCCESS,True,True,Apparel,ACTIVE,VERIFIED,LOW,Apparel
TXN00018600,USR52027,MCH9778,6989.39,False,2026-01-03 01:57:59,UTR1379778285,False,5812,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00011473,USR28894,MCH8529,24964.02,False,2026-03-03 00:00:00,UTR8038923106,False,5411,SUCCESS,False,True,Book Store,ACTIVE,,,Book Store
TXN00009867,USR30052,MCH1367,10701.31,False,2026-03-09 00:58:30,UTR2346819295,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00018096,USR49422,MCH2628,13326.81,False,2026-03-09 09:26:52,UTR8557379697,False,,SUCCESS,False,True,,ACTIVE,,,
TXN00017701,USR36315,MCH4921,19623.08,False,2026-03-02 05:49:07,UTR6081235727,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00006531,USR58010,MCH1941,13869.97,False,2026-01-21 01:59:54,UTR3163046139,False,5812,SUCCESS,False,True,Telecom,SUSPENDED,,,Telecom
TXN00009761,USR26470,MCH3240,23132.36,False,2026-02-05 20:21:06,UTR4257556463,False,,FAILED,False,True,Grocery,ACTIVE,,,Grocery
TXN00003245,USR62662,MCH6418,17556.63,False,2026-03-06 07:06:01,UTR2892934019,False,,SUCCESS,False,True,Hotel / Lodging,ACTIVE,,,Hotel / Lodging
TXN00006562,USR64443,MCH7071,8094.88,False,2026-03-22 13:46:10,UTR1599752498,False,,SUCCESS,False,False,,,,,
TXN00002254,USR94428,MCH8149,20733.88,False,2026-03-12 14:54:58,UTR8066942893,False,5411,SUCCESS,False,True,Restaurant,ACTIVE,,,Restaurant
TXN00016290,USR21325,MCH5558,442.18,False,2026-03-18 22:25:36,UTR7671258903,False,4131,SUCCESS,False,True,Hotel / Lodging,ACTIVE,,,Hotel / Lodging
TXN00016796,USR80985,MCH6805,3687.47,False,2026-02-12 22:02:25,UTR0030159658,False,5912,FAILED,False,True,Department Store,ACTIVE,,,Department Store
TXN00010765,USR94871,MCH6302,19884.0,False,2026-01-06 06:54:03,UTR2028825714,False,5812,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00019503,USR41382,MCH4223,15791.16,False,2026-02-22 01:00:03,UTR6699377405,False,5912,SUCCESS,False,True,,ACTIVE,,,Medical / Pharmacy
TXN00014716,USR49876,MCH2050,3366.08,False,2026-02-08 07:36:01,UTR1476775470,False,7011,SUCCESS,True,False,,,PENDING,UNKNOWN,Hotel / Lodging
TXN00006256,USR14015,MCH6029,13751.42,False,2026-02-23 03:15:37,UTR2129646944,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00004895,USR47645,MCH2661,9676.31,False,2026-03-11 04:32:45,UTR8070140615,False,5912,SUCCESS,False,False,,,,,Medical / Pharmacy
TXN00013615,USR55054,MCH5778,12236.91,False,2026-02-12 13:50:51,UTR3196969917,False,4131,PENDING,False,False,,,,,Transportation
TXN00004390,USR82367,MCH2471,1111.0,False,2026-01-03 20:01:22,UTR8049306447,False,4131,FAILED,True,True,Book Store,ACTIVE,VERIFIED,MEDIUM,Book Store
TXN00013135,USR62232,MCH5820,16348.45,False,2026-03-15 23:28:30,UTR0689397331,False,5812,SUCCESS,True,False,,,VERIFIED,HIGH,Restaurant
TXN00007764,USR45173,MCH9008,17835.91,False,2026-02-22 13:43:32,UTR4303084605,False,,SUCCESS,False,True,Grocery,ACTIVE,,,Grocery
TXN00006741,USR97470,MCH8566,4285.0,False,2026-02-22 13:01:20,UTR2018087042,False,5411,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00005667,USR82683,MCH4954,17585.0,False,2026-01-15 16:09:35,UTR1856107063,False,5812,SUCCESS,False,False,,,,,Restaurant
TXN00002573,USR45426,MCH7628,8044.18,False,2026-03-09 13:57:55,UTR8379481246,False,4131,SUCCESS,True,True,Telecom,SUSPENDED,VERIFIED,MEDIUM,Telecom
TXN00008388,USR33183,MCH3234,8337.71,False,2026-01-10 08:17:36,UTR8271193431,False,7011,SUCCESS,False,True,,ACTIVE,,,Hotel / Lodging
TXN00001918,USR86997,MCH8289,14830.18,False,2026-01-17 22:01:23,UTR0226310424,False,,FAILED,False,True,Transportation,ACTIVE,,,Transportation
TXN00006890,USR18653,MCH5002,12754.53,False,2026-03-31 04:30:36,UTR4896759390,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00001877,USR68781,MCH7697,14762.79,False,2026-03-18 09:47:30,UTR4828129667,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00012941,USR45922,MCH7221,7072.81,False,2026-03-15 12:02:44,UTR1085355495,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00001855,USR51089,MCH4135,22973.97,False,2026-03-04 14:33:19,UTR9892348742,False,7011,SUCCESS,False,True,Grocery,ACTIVE,,,Grocery
TXN00007710,USR26757,MCH2527,21021.22,False,2026-03-22 19:06:47,,True,7011,SUCCESS,True,False,,,PENDING,MEDIUM,Hotel / Lodging
TXN00008290,USR27847,MCH7236,12764.71,False,2026-01-15 22:39:21,UTR6153659104,False,5812,SUCCESS,False,True,Apparel,ACTIVE,,,Apparel
TXN00006772,USR94267,MCH2968,21751.92,False,2026-03-18 12:25:58,UTR8820824677,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00007152,USR89803,MCH5051,2607.94,False,2026-01-11 13:35:54,UTR6520425753,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00019159,USR91934,MCH3192,3235.55,False,2026-03-01 20:51:03,UTR7785440434,False,7011,SUCCESS,True,False,,,VERIFIED,UNKNOWN,Hotel / Lodging
TXN00018877,USR94279,MCH4458,2633.71,False,2026-02-12 17:03:46,UTR0208479978,False,5411,FAILED,True,True,Grocery,ACTIVE,VERIFIED,HIGH,Grocery
TXN00013932,USR12186,MCH9903,22356.76,False,2026-02-15 01:49:16,UTR2777053913,False,7011,SUCCESS,False,False,,,,,Hotel / Lodging
TXN00011036,USR58619,MCH4195,23630.29,False,2026-02-28 01:17:28,UTR8606568251,False,5411,SUCCESS,True,False,,,VERIFIED,LOW,Grocery
TXN00002210,USR25650,MCH7633,22770.15,False,2026-02-10 13:17:50,UTR6547928288,False,,SUCCESS,False,False,,,,,
TXN00013949,USR52890,MCH8297,13314.64,False,2026-02-26 16:46:41,UTR8644144643,False,4131,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00010462,USR74619,MCH7994,13136.01,False,2026-01-10 06:57:34,UTR7807345583,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00006278,USR34338,MCH9625,9120.52,False,2026-03-22 15:33:40,UTR8320354300,False,,PENDING,True,True,Telecom,ACTIVE,VERIFIED,LOW,Telecom
TXN00003871,USR42606,MCH9293,9887.53,False,2026-02-17 15:10:14,UTR5551098474,False,4131,SUCCESS,False,False,,,,,Transportation
TXN00001361,USR32248,MCH6292,22809.96,False,2026-03-30 22:36:15,UTR0970673209,False,5411,SUCCESS,False,False,,,,,Grocery
TXN00009946,USR94116,MCH6420,6344.99,False,2026-01-08 11:06:07,UTR4147066623,False,,SUCCESS,False,True,Medical / Pharmacy,ACTIVE,,,Medical / Pharmacy
TXN00014956,USR56846,MCH6762,17894.0,False,2026-01-14 11:34:27,UTR5535367419,False,4131,SUCCESS,True,False,,,VERIFIED,HIGH,Transportation
TXN00019328,USR44178,MCH2650,13654.39,False,2026-01-27 00:00:00,UTR1102816150,False,5411,SUCCESS,False,True,Book Store,INACTIVE,,,Book Store
TXN00006743,USR56840,MCH9043,14258.98,False,2026-02-04 19:47:26,UTR9104827598,False,4131,SUCCESS,False,True,Hotel / Lodging,ACTIVE,,,Hotel / Lodging
TXN00016890,USR71010,MCH6947,5759.97,False,2026-01-04 17:12:15,UTR8213266496,False,4131,SUCCESS,False,True,Medical / Pharmacy,ACTIVE,,,Medical / Pharmacy
TXN00002944,USR16871,MCH1543,17863.46,False,2026-02-03 14:17:31,UTR5195239565,False,5912,SUCCESS,False,True,Transportation,ACTIVE,,,Transportation
TXN00015833,USR16919,MCH6172,11314.83,False,2026-03-06 16:22:11,UTR8917323097,False,5812,SUCCESS,True,True,Restaurant,ACTIVE,VERIFIED,MEDIUM,Restaurant
TXN00007043,USR63554,MCH6856,16154.71,False,2026-02-23 21:24:22,UTR7336479883,False,5912,SUCCESS,True,True,Hotel / Lodging,ACTIVE,VERIFIED,MEDIUM,Hotel / Lodging
TXN00000544,USR55398,MCH3702,16796.0,False,2026-01-26 10:24:00,UTR1271171522,False,5411,SUCCESS,True,False,,,REJECTED,LOW,Grocery
TXN00013082,USR51796,MCH6558,4249.83,False,2026-02-05 21:11:51,UTR5780172800,False,5912,FAILED,True,False,,,VERIFIED,LOW,Medical / Pharmacy
